Maxima Ratio         Latitude             Longitude           
0                    39.9                 -9.0                
0                    39.9                 -8.9                
0                    39.9                 -8.8                
0                    39.9                 -8.7                
0                    39.9                 -8.6                
0                    39.9                 -8.5                
0                    39.9                 -8.4                
0                    39.9                 -8.3                
0                    39.9                 -8.2                
0                    39.9                 -8.1                
0                    39.9                 -8.0                
0                    39.9                 -7.9                
0                    39.9                 -7.8                
0                    39.9                 -7.7                
0                    39.9                 -7.6                
0                    39.9                 -7.5                
0                    39.9                 -7.4                
0                    39.9                 -7.3                
0                    39.9                 -7.2                
0                    39.9                 -7.1                
0.0647634679591019   39.9                 -7.0                
0.06735129863610219  39.9                 -6.9                
0.06775272053401224  39.9                 -6.8                
0.06877206583247664  39.9                 -6.7                
0.07116173045564333  39.9                 -6.6                
0.0729649156061544   39.9                 -6.5                
0.07205446928314044  39.9                 -6.4                
0.07546895542071842  39.9                 -6.3                
0.07390085612544393  39.9                 -6.2                
0.07220729735018724  39.9                 -6.1                
0.07066830315986915  39.9                 -6.0                
0.06831357023099187  39.9                 -5.9                
0.06855193012736892  39.9                 -5.8                
0.06564325855124693  39.9                 -5.7                
0.06705400068864253  39.9                 -5.6                
0.06768888673314977  39.9                 -5.5                
0.06320990822127207  39.9                 -5.4                
0.06930313262636915  39.9                 -5.3                
0.06594831410204657  39.9                 -5.2                
0.06225355225872602  39.9                 -5.1                
0.06491599017780447  39.9                 -5.0                
0.06474771740981486  39.9                 -4.9                
0.06094635915283673  39.9                 -4.8                
0.058875675278166076 39.9                 -4.7                
0.06167848344721758  39.9                 -4.6                
0.06811945540397742  39.9                 -4.5                
0.06836255238012491  39.9                 -4.4                
0.06701526828492575  39.9                 -4.3                
0.06868567934260064  39.9                 -4.2                
0.0731243047665135   39.9                 -4.1                
0.07944199800808097  39.9                 -4.0                
0.07860645119461732  39.9                 -3.9                
0.07620281307603019  39.9                 -3.8                
0.07321799915132447  39.9                 -3.7                
0.07385345205462143  39.9                 -3.6                
0.07646061504122481  39.9                 -3.5                
0.07002978272499812  39.9                 -3.4                
0.06464610981112248  39.9                 -3.3                
0.06571997149755128  39.9                 -3.2                
0.06556292726564558  39.9                 -3.1                
0.06445939714919686  39.9                 -3.0                
0.0647079441032076   39.9                 -2.9                
0.06374163042913127  39.9                 -2.8                
0.06376260211934542  39.9                 -2.7                
0.06607866077517689  39.9                 -2.6                
0.06545676416481779  39.9                 -2.5                
0.06385999377520729  39.9                 -2.4                
0.0629116962878245   39.9                 -2.3                
0.06093470090275227  39.9                 -2.2                
0.05986388566597868  39.9                 -2.1                
0.05935912197049326  39.9                 -2.0                
0.06685369546293214  39.9                 -1.9                
0.0744228129041179   39.9                 -1.8                
0.06317993657586121  39.9                 -1.7                
0.0627329478796375   39.9                 -1.6                
0.06515574356919995  39.9                 -1.5                
0.06992335463952237  39.9                 -1.4                
0.07385842872502842  39.9                 -1.3                
0.07733727122671138  39.9                 -1.2                
0.08549239851336284  39.9                 -1.1                
0.08156134945642168  39.9                 -1.0                
0.08222017203813917  39.9                 -0.9                
0.09047027518853828  39.9                 -0.8                
0.10072767868780022  39.9                 -0.7                
0.10866090483249319  39.9                 -0.6                
0.11151008164571405  39.9                 -0.5                
0.11165058352579564  39.9                 -0.4                
0.11064920727449506  39.9                 -0.3                
0.12157946686117632  39.9                 -0.2                
0.13779481834581891  39.9                 -0.1                
0.14624073601059126  39.9                 0.0                 
0                    39.9                 0.1                 
0                    39.9                 0.2                 
0                    39.9                 0.3                 
0                    39.9                 0.4                 
0                    39.9                 0.5                 
0                    39.9                 0.6                 
0                    39.9                 0.7                 
0                    39.9                 0.8                 
0                    39.9                 0.9                 
0                    39.9                 1.0                 
0                    39.9                 1.1                 
0                    39.9                 1.2                 
0                    39.9                 1.3                 
0                    39.9                 1.4                 
0                    39.9                 1.5                 
0                    39.9                 1.6                 
0                    39.9                 1.7                 
0                    39.9                 1.8                 
0                    39.9                 1.9                 
0                    39.9                 2.0                 
0                    39.9                 2.1                 
0                    39.9                 2.2                 
0                    39.9                 2.3                 
0                    39.9                 2.4                 
0                    39.9                 2.5                 
0                    39.9                 2.6                 
0                    39.9                 2.7                 
0.08709906662251395  39.9                 2.8                 
0.08830702057064482  39.9                 2.9                 
0.09581905437946253  39.9                 3.0                 
0                    39.9                 3.1                 
0                    39.9                 3.2                 
0                    39.9                 3.3                 
0                    39.9                 3.4                 
0                    39.9                 3.5                 
0                    39.9                 3.6                 
0                    39.9                 3.7                 
0                    39.9                 3.8                 
0.0862086979704035   39.9                 3.9                 
0.08256886802089886  39.9                 4.0                 
0.08824945693425434  39.9                 4.1                 
0.0905849002308026   39.9                 4.2                 
0                    39.9                 4.3                 
0                    39.9                 4.4                 
0                    40.0                 -9.3                
0                    40.0                 -9.2                
0                    40.0                 -9.1                
0                    40.0                 -9.0                
0                    40.0                 -8.9                
0                    40.0                 -8.8                
0                    40.0                 -8.7                
0                    40.0                 -8.6                
0                    40.0                 -8.5                
0                    40.0                 -8.4                
0                    40.0                 -8.3                
0                    40.0                 -8.2                
0                    40.0                 -8.1                
0                    40.0                 -8.0                
0                    40.0                 -7.9                
0                    40.0                 -7.8                
0                    40.0                 -7.7                
0                    40.0                 -7.6                
0                    40.0                 -7.5                
0                    40.0                 -7.4                
0                    40.0                 -7.3                
0                    40.0                 -7.2                
0                    40.0                 -7.1                
0.0630542052960085   40.0                 -7.0                
0.06291295767134228  40.0                 -6.9                
0.06291246115364972  40.0                 -6.8                
0.06666616321304249  40.0                 -6.7                
0.07083415807295709  40.0                 -6.6                
0.06840110005870122  40.0                 -6.5                
0.06428686883403811  40.0                 -6.4                
0.06845714855980915  40.0                 -6.3                
0.06881598614776606  40.0                 -6.2                
0.06982022856625547  40.0                 -6.1                
0.06815160188000614  40.0                 -6.0                
0.06553971749064054  40.0                 -5.9                
0.06307801120733582  40.0                 -5.8                
0.059766901823532226 40.0                 -5.7                
0.06175740096873567  40.0                 -5.6                
0.06424549166918415  40.0                 -5.5                
0.0640025206052116   40.0                 -5.4                
0.06338097277374732  40.0                 -5.3                
0.06263787685269473  40.0                 -5.2                
0.06206587660048148  40.0                 -5.1                
0.0662382037158084   40.0                 -5.0                
0.06554026019744813  40.0                 -4.9                
0.06277458889802119  40.0                 -4.8                
0.05947106274653823  40.0                 -4.7                
0.05955524962672984  40.0                 -4.6                
0.06371553816959095  40.0                 -4.5                
0.06946890596418703  40.0                 -4.4                
0.07396257802583214  40.0                 -4.3                
0.073469553873338    40.0                 -4.2                
0.07180531646461343  40.0                 -4.1                
0.07611231788679637  40.0                 -4.0                
0.08067036906424943  40.0                 -3.9                
0.07629149649166093  40.0                 -3.8                
0.07268478839247008  40.0                 -3.7                
0.07397279970939474  40.0                 -3.6                
0.07374597840519802  40.0                 -3.5                
0.06658951608044807  40.0                 -3.4                
0.06306154529493471  40.0                 -3.3                
0.06537400584479311  40.0                 -3.2                
0.06199150322166879  40.0                 -3.1                
0.06303846417994555  40.0                 -3.0                
0.06659512286879973  40.0                 -2.9                
0.06496517830606799  40.0                 -2.8                
0.06336618832719938  40.0                 -2.7                
0.06476375232315744  40.0                 -2.6                
0.06469148279343104  40.0                 -2.5                
0.0621873606747088   40.0                 -2.4                
0.05716308567128202  40.0                 -2.3                
0.05744260674548171  40.0                 -2.2                
0.05776548606308218  40.0                 -2.1                
0.0554721194455953   40.0                 -2.0                
0.057832661807513105 40.0                 -1.9                
0.060431613754987554 40.0                 -1.8                
0.059581469512042566 40.0                 -1.7                
0.06254159984193403  40.0                 -1.6                
0.06205475454839531  40.0                 -1.5                
0.0734755313708292   40.0                 -1.4                
0.07653307410907817  40.0                 -1.3                
0.0768660241087656   40.0                 -1.2                
0.07670137089360919  40.0                 -1.1                
0.07985375885621468  40.0                 -1.0                
0.08149812799153847  40.0                 -0.9                
0.0892093419221653   40.0                 -0.8                
0.09952496417765674  40.0                 -0.7                
0.10412699446343701  40.0                 -0.6                
0.10727188392480311  40.0                 -0.5                
0.10748057418113689  40.0                 -0.4                
0.11340747987984381  40.0                 -0.3                
0.11718044102904537  40.0                 -0.2                
0.13132287874554577  40.0                 -0.1                
0.13948165109980093  40.0                 0.0                 
0.14105535391076093  40.0                 0.1                 
0                    40.0                 0.2                 
0                    40.0                 0.3                 
0                    40.0                 0.4                 
0                    40.0                 0.5                 
0                    40.0                 0.6                 
0                    40.0                 0.7                 
0                    40.0                 0.8                 
0                    40.0                 0.9                 
0                    40.0                 1.0                 
0                    40.0                 1.1                 
0                    40.0                 1.2                 
0                    40.0                 1.3                 
0                    40.0                 1.4                 
0                    40.0                 1.5                 
0                    40.0                 1.6                 
0                    40.0                 1.7                 
0                    40.0                 1.8                 
0                    40.0                 1.9                 
0                    40.0                 2.0                 
0                    40.0                 2.1                 
0                    40.0                 2.2                 
0                    40.0                 2.3                 
0                    40.0                 2.4                 
0                    40.0                 2.5                 
0                    40.0                 2.6                 
0                    40.0                 2.7                 
0                    40.0                 2.8                 
0                    40.0                 2.9                 
0                    40.0                 3.0                 
0                    40.0                 3.1                 
0.09776049388454847  40.0                 3.2                 
0                    40.0                 3.3                 
0                    40.0                 3.4                 
0                    40.0                 3.5                 
0                    40.0                 3.6                 
0                    40.0                 3.7                 
0.09270032351294516  40.0                 3.8                 
0.08505077593008536  40.0                 3.9                 
0.08253558739218209  40.0                 4.0                 
0.08919776222791818  40.0                 4.1                 
0.08967226539706113  40.0                 4.2                 
0                    40.0                 4.3                 
0                    40.0                 4.4                 
0                    40.1                 -9.3                
0                    40.1                 -9.2                
0                    40.1                 -9.1                
0                    40.1                 -9.0                
0                    40.1                 -8.9                
0                    40.1                 -8.8                
0                    40.1                 -8.7                
0                    40.1                 -8.6                
0                    40.1                 -8.5                
0                    40.1                 -8.4                
0                    40.1                 -8.3                
0                    40.1                 -8.2                
0                    40.1                 -8.1                
0                    40.1                 -8.0                
0                    40.1                 -7.9                
0                    40.1                 -7.8                
0                    40.1                 -7.7                
0                    40.1                 -7.6                
0                    40.1                 -7.5                
0                    40.1                 -7.4                
0                    40.1                 -7.3                
0                    40.1                 -7.2                
0                    40.1                 -7.1                
0.0632786965991299   40.1                 -7.0                
0.06307890831365309  40.1                 -6.9                
0.06195913998090149  40.1                 -6.8                
0.06403181159342662  40.1                 -6.7                
0.06024176715597829  40.1                 -6.6                
0.05694863699762659  40.1                 -6.5                
0.058875139350919564 40.1                 -6.4                
0.06261014559065238  40.1                 -6.3                
0.06681436581985535  40.1                 -6.2                
0.06752605941488149  40.1                 -6.1                
0.06431016402508725  40.1                 -6.0                
0.06162666654524242  40.1                 -5.9                
0.05950079866396725  40.1                 -5.8                
0.06079506932918187  40.1                 -5.7                
0.061840648657759116 40.1                 -5.6                
0.06493658348318342  40.1                 -5.5                
0.06400657975518641  40.1                 -5.4                
0.064172027631195    40.1                 -5.3                
0.06328356218260255  40.1                 -5.2                
0.06149363177651973  40.1                 -5.1                
0.06397638660251398  40.1                 -5.0                
0.06518922084495653  40.1                 -4.9                
0.06771480868439192  40.1                 -4.8                
0.06363161414955194  40.1                 -4.7                
0.0628330646788966   40.1                 -4.6                
0.06307041991649848  40.1                 -4.5                
0.0646618283026513   40.1                 -4.4                
0.06632904871927295  40.1                 -4.3                
0.06801394079676643  40.1                 -4.2                
0.07074080828893166  40.1                 -4.1                
0.0703033567050856   40.1                 -4.0                
0.07220696906328672  40.1                 -3.9                
0.07452901549032906  40.1                 -3.8                
0.07033418244133742  40.1                 -3.7                
0.07080290200904212  40.1                 -3.6                
0.06633967848069373  40.1                 -3.5                
0.06267582686207678  40.1                 -3.4                
0.059763085814262804 40.1                 -3.3                
0.05806015236243767  40.1                 -3.2                
0.0596650492207253   40.1                 -3.1                
0.06881075575444356  40.1                 -3.0                
0.06500011622583753  40.1                 -2.9                
0.0638383962336468   40.1                 -2.8                
0.0644593281814731   40.1                 -2.7                
0.06182739107655619  40.1                 -2.6                
0.06072606916120053  40.1                 -2.5                
0.05842549065445787  40.1                 -2.4                
0.05551149680358127  40.1                 -2.3                
0.05497685614778322  40.1                 -2.2                
0.05544442420539011  40.1                 -2.1                
0.05242338311627899  40.1                 -2.0                
0.050742428333860806 40.1                 -1.9                
0.052619941075002966 40.1                 -1.8                
0.054952844543436186 40.1                 -1.7                
0.058091857166835126 40.1                 -1.6                
0.05881128597335121  40.1                 -1.5                
0.06833432837263528  40.1                 -1.4                
0.08013087844184776  40.1                 -1.3                
0.07749765027384328  40.1                 -1.2                
0.07375608287419043  40.1                 -1.1                
0.07587701156982564  40.1                 -1.0                
0.07836583517277115  40.1                 -0.9                
0.0862236507656129   40.1                 -0.8                
0.09466430837536438  40.1                 -0.7                
0.09570238287884743  40.1                 -0.6                
0.09874222855929171  40.1                 -0.5                
0.10230001730998164  40.1                 -0.4                
0.1047039187415061   40.1                 -0.3                
0.11200941267652392  40.1                 -0.2                
0.12074148269611906  40.1                 -0.1                
0.1400977603460414   40.1                 0.0                 
0.13835253865139766  40.1                 0.1                 
0.13441091373046601  40.1                 0.2                 
0                    40.1                 0.3                 
0                    40.1                 0.4                 
0                    40.1                 0.5                 
0                    40.1                 0.6                 
0                    40.1                 0.7                 
0                    40.1                 0.8                 
0                    40.1                 0.9                 
0                    40.1                 1.0                 
0                    40.1                 1.1                 
0                    40.1                 1.2                 
0                    40.1                 1.3                 
0                    40.1                 1.4                 
0                    40.1                 1.5                 
0                    40.1                 1.6                 
0                    40.1                 1.7                 
0                    40.1                 1.8                 
0                    40.1                 1.9                 
0                    40.1                 2.0                 
0                    40.1                 2.1                 
0                    40.1                 2.2                 
0                    40.1                 2.3                 
0                    40.1                 2.4                 
0                    40.1                 2.5                 
0                    40.1                 2.6                 
0                    40.1                 2.7                 
0                    40.1                 2.8                 
0                    40.1                 2.9                 
0                    40.1                 3.0                 
0                    40.1                 3.1                 
0                    40.1                 3.2                 
0                    40.1                 3.3                 
0                    40.1                 3.4                 
0                    40.1                 3.5                 
0                    40.1                 3.6                 
0                    40.1                 3.7                 
0                    40.1                 3.8                 
0.08615693199242341  40.1                 3.9                 
0.08438396698552766  40.1                 4.0                 
0.08943339347685289  40.1                 4.1                 
0.09082218249314065  40.1                 4.2                 
0                    40.1                 4.3                 
0                    40.1                 4.4                 
0                    40.2                 -9.3                
0                    40.2                 -9.2                
0                    40.2                 -9.1                
0                    40.2                 -9.0                
0                    40.2                 -8.9                
0                    40.2                 -8.8                
0                    40.2                 -8.7                
0                    40.2                 -8.6                
0                    40.2                 -8.5                
0                    40.2                 -8.4                
0                    40.2                 -8.3                
0                    40.2                 -8.2                
0                    40.2                 -8.1                
0                    40.2                 -8.0                
0                    40.2                 -7.9                
0                    40.2                 -7.8                
0                    40.2                 -7.7                
0                    40.2                 -7.6                
0                    40.2                 -7.5                
0                    40.2                 -7.4                
0                    40.2                 -7.3                
0                    40.2                 -7.2                
0                    40.2                 -7.1                
0.06408095052227808  40.2                 -7.0                
0.0658183671643187   40.2                 -6.9                
0.06167966744893279  40.2                 -6.8                
0.058860479208736806 40.2                 -6.7                
0.055342707437170256 40.2                 -6.6                
0.056490277359205296 40.2                 -6.5                
0.06330413895679493  40.2                 -6.4                
0.05973823893958345  40.2                 -6.3                
0.06579508321591251  40.2                 -6.2                
0.06729121398831987  40.2                 -6.1                
0.06486746462901856  40.2                 -6.0                
0.062189720877796985 40.2                 -5.9                
0.060904566637259204 40.2                 -5.8                
0.06169715712270128  40.2                 -5.7                
0.06693118140553522  40.2                 -5.6                
0.07256215989790869  40.2                 -5.5                
0.06828898958640263  40.2                 -5.4                
0.06151517997723321  40.2                 -5.3                
0.06107655918914169  40.2                 -5.2                
0.06481780024327961  40.2                 -5.1                
0.06860844808861773  40.2                 -5.0                
0.06752101336504648  40.2                 -4.9                
0.0688444429649621   40.2                 -4.8                
0.06565357743392257  40.2                 -4.7                
0.06430870364210035  40.2                 -4.6                
0.06166676561096288  40.2                 -4.5                
0.06632937512705454  40.2                 -4.4                
0.06337399600278217  40.2                 -4.3                
0.06441115658488947  40.2                 -4.2                
0.06789996335568775  40.2                 -4.1                
0.06718960554240908  40.2                 -4.0                
0.070254972784532    40.2                 -3.9                
0.07376215548921056  40.2                 -3.8                
0.07096828417675882  40.2                 -3.7                
0.067864458928512    40.2                 -3.6                
0.06495070834736907  40.2                 -3.5                
0.06490144733194553  40.2                 -3.4                
0.06367011154591896  40.2                 -3.3                
0.058181801184839184 40.2                 -3.2                
0.0568914131960393   40.2                 -3.1                
0.06153966271967222  40.2                 -3.0                
0.060078537583786895 40.2                 -2.9                
0.05915872826749634  40.2                 -2.8                
0.06328396577934499  40.2                 -2.7                
0.06105064792935881  40.2                 -2.6                
0.05978767307113765  40.2                 -2.5                
0.05787730660035776  40.2                 -2.4                
0.05922683152854256  40.2                 -2.3                
0.054050627582626534 40.2                 -2.2                
0.05024871671384427  40.2                 -2.1                
0.050988438301992005 40.2                 -2.0                
0.0528513124129662   40.2                 -1.9                
0.04996488799377747  40.2                 -1.8                
0.0522561619873759   40.2                 -1.7                
0.05649207081342576  40.2                 -1.6                
0.05763512108118045  40.2                 -1.5                
0.06436836684552141  40.2                 -1.4                
0.07387683522816225  40.2                 -1.3                
0.07773030149044918  40.2                 -1.2                
0.07231405978013158  40.2                 -1.1                
0.07283299953452019  40.2                 -1.0                
0.07733712727937674  40.2                 -0.9                
0.07844659863950554  40.2                 -0.8                
0.08506049248721449  40.2                 -0.7                
0.0846297369954992   40.2                 -0.6                
0.0869667477043844   40.2                 -0.5                
0.09270436240025381  40.2                 -0.4                
0.09868903262533259  40.2                 -0.3                
0.10762025339072168  40.2                 -0.2                
0.11547485086850956  40.2                 -0.1                
0.12542844684540014  40.2                 0.0                 
0.12619774682031135  40.2                 0.1                 
0.12958771301214225  40.2                 0.2                 
0.13424277278805727  40.2                 0.3                 
0                    40.2                 0.4                 
0                    40.2                 0.5                 
0                    40.2                 0.6                 
0                    40.2                 0.7                 
0                    40.2                 0.8                 
0                    40.2                 0.9                 
0                    40.2                 1.0                 
0                    40.2                 1.1                 
0                    40.2                 1.2                 
0                    40.2                 1.3                 
0                    40.2                 1.4                 
0                    40.2                 1.5                 
0                    40.2                 1.6                 
0                    40.2                 1.7                 
0                    40.2                 1.8                 
0                    40.2                 1.9                 
0                    40.2                 2.0                 
0                    40.2                 2.1                 
0                    40.2                 2.2                 
0                    40.2                 2.3                 
0                    40.2                 2.4                 
0                    40.2                 2.5                 
0                    40.2                 2.6                 
0                    40.2                 2.7                 
0                    40.2                 2.8                 
0                    40.2                 2.9                 
0                    40.2                 3.0                 
0                    40.2                 3.1                 
0                    40.2                 3.2                 
0                    40.2                 3.3                 
0                    40.2                 3.4                 
0                    40.2                 3.5                 
0                    40.2                 3.6                 
0                    40.2                 3.7                 
0                    40.2                 3.8                 
0                    40.2                 3.9                 
0                    40.2                 4.0                 
0                    40.2                 4.1                 
0                    40.2                 4.2                 
0                    40.2                 4.3                 
0                    40.2                 4.4                 
0                    40.3                 -9.3                
0                    40.3                 -9.2                
0                    40.3                 -9.1                
0                    40.3                 -9.0                
0                    40.3                 -8.9                
0                    40.3                 -8.8                
0                    40.3                 -8.7                
0                    40.3                 -8.6                
0                    40.3                 -8.5                
0                    40.3                 -8.4                
0                    40.3                 -8.3                
0                    40.3                 -8.2                
0                    40.3                 -8.1                
0                    40.3                 -8.0                
0                    40.3                 -7.9                
0                    40.3                 -7.8                
0                    40.3                 -7.7                
0                    40.3                 -7.6                
0                    40.3                 -7.5                
0                    40.3                 -7.4                
0                    40.3                 -7.3                
0                    40.3                 -7.2                
0                    40.3                 -7.1                
0.06262037700364563  40.3                 -7.0                
0.06390223537202068  40.3                 -6.9                
0.060329045294055056 40.3                 -6.8                
0.058868061340931754 40.3                 -6.7                
0.055423290061128706 40.3                 -6.6                
0.05482928375776719  40.3                 -6.5                
0.058141031924144916 40.3                 -6.4                
0.058821958783287095 40.3                 -6.3                
0.059063131911800563 40.3                 -6.2                
0.06136365423505532  40.3                 -6.1                
0.06400251626642535  40.3                 -6.0                
0.06475640345652742  40.3                 -5.9                
0.06347730104639226  40.3                 -5.8                
0.06294545082537853  40.3                 -5.7                
0.07077989141208449  40.3                 -5.6                
0.07635660161845     40.3                 -5.5                
0.07508162397112546  40.3                 -5.4                
0.07016558280638922  40.3                 -5.3                
0.05776837264273326  40.3                 -5.2                
0.06075320112953741  40.3                 -5.1                
0.06722660703710001  40.3                 -5.0                
0.07217005178317021  40.3                 -4.9                
0.07225442769984829  40.3                 -4.8                
0.07036392375766327  40.3                 -4.7                
0.06473317726311648  40.3                 -4.6                
0.06670406624527377  40.3                 -4.5                
0.0684014773442748   40.3                 -4.4                
0.06926504605950633  40.3                 -4.3                
0.06755755180971326  40.3                 -4.2                
0.06386419936747871  40.3                 -4.1                
0.06623382002602943  40.3                 -4.0                
0.0682710753065047   40.3                 -3.9                
0.07208692259740683  40.3                 -3.8                
0.07394230687640722  40.3                 -3.7                
0.06935856277654186  40.3                 -3.6                
0.06658294770904004  40.3                 -3.5                
0.06515702216836816  40.3                 -3.4                
0.06393717560991767  40.3                 -3.3                
0.060219997167358444 40.3                 -3.2                
0.05598620734818425  40.3                 -3.1                
0.05954271280178976  40.3                 -3.0                
0.06154602345828686  40.3                 -2.9                
0.060131251720876536 40.3                 -2.8                
0.060600611427517104 40.3                 -2.7                
0.05905966625371108  40.3                 -2.6                
0.05814142048038883  40.3                 -2.5                
0.05816251662139489  40.3                 -2.4                
0.05554150673803788  40.3                 -2.3                
0.05221040576911147  40.3                 -2.2                
0.04865153836855612  40.3                 -2.1                
0.04795634870911877  40.3                 -2.0                
0.04964650937850266  40.3                 -1.9                
0.052191167773151186 40.3                 -1.8                
0.0494763257327802   40.3                 -1.7                
0.054036432651026714 40.3                 -1.6                
0.061847317118279385 40.3                 -1.5                
0.0659062650900566   40.3                 -1.4                
0.07247474163936546  40.3                 -1.3                
0.07874413074204732  40.3                 -1.2                
0.07426498244979393  40.3                 -1.1                
0.07392762662957676  40.3                 -1.0                
0.07129323089158791  40.3                 -0.9                
0.07136441634449611  40.3                 -0.8                
0.07185176469194116  40.3                 -0.7                
0.07654474431474549  40.3                 -0.6                
0.08048074316021318  40.3                 -0.5                
0.08820298095797012  40.3                 -0.4                
0.09745731817318329  40.3                 -0.3                
0.09888682560351181  40.3                 -0.2                
0.10614188201767544  40.3                 -0.1                
0.10669017978755019  40.3                 0.0                 
0.1139273666693556   40.3                 0.1                 
0.12367437933892507  40.3                 0.2                 
0.13353512417271665  40.3                 0.3                 
0.1360522987781575   40.3                 0.4                 
0                    40.3                 0.5                 
0                    40.3                 0.6                 
0                    40.3                 0.7                 
0                    40.3                 0.8                 
0                    40.3                 0.9                 
0                    40.3                 1.0                 
0                    40.3                 1.1                 
0                    40.3                 1.2                 
0                    40.3                 1.3                 
0                    40.3                 1.4                 
0                    40.3                 1.5                 
0                    40.3                 1.6                 
0                    40.3                 1.7                 
0                    40.3                 1.8                 
0                    40.3                 1.9                 
0                    40.3                 2.0                 
0                    40.3                 2.1                 
0                    40.3                 2.2                 
0                    40.3                 2.3                 
0                    40.3                 2.4                 
0                    40.3                 2.5                 
0                    40.3                 2.6                 
0                    40.3                 2.7                 
0                    40.3                 2.8                 
0                    40.3                 2.9                 
0                    40.3                 3.0                 
0                    40.3                 3.1                 
0                    40.3                 3.2                 
0                    40.3                 3.3                 
0                    40.3                 3.4                 
0                    40.3                 3.5                 
0                    40.3                 3.6                 
0                    40.3                 3.7                 
0                    40.3                 3.8                 
0                    40.3                 3.9                 
0                    40.3                 4.0                 
0                    40.3                 4.1                 
0                    40.3                 4.2                 
0                    40.3                 4.3                 
0                    40.3                 4.4                 
0                    40.4                 -9.3                
0                    40.4                 -9.2                
0                    40.4                 -9.1                
0                    40.4                 -9.0                
0                    40.4                 -8.9                
0                    40.4                 -8.8                
0                    40.4                 -8.7                
0                    40.4                 -8.6                
0                    40.4                 -8.5                
0                    40.4                 -8.4                
0                    40.4                 -8.3                
0                    40.4                 -8.2                
0                    40.4                 -8.1                
0                    40.4                 -8.0                
0                    40.4                 -7.9                
0                    40.4                 -7.8                
0                    40.4                 -7.7                
