Avg Annual Daily Max Latitude             Longitude           
62.105876171227656   39.5                 2.6                 
53.601167621034556   39.5                 2.7                 
48.62403158708054    39.5                 2.8                 
46.438268401406035   39.5                 2.9                 
45.30945142110188    39.5                 3.0                 
46.08613118258388    39.5                 3.1                 
47.89503285379119    39.5                 3.2                 
50.085108843716704   39.5                 3.3                 
0.0                  39.5                 3.4                 
0.0                  39.5                 3.5                 
0.0                  39.5                 3.6                 
0.0                  39.5                 3.7                 
0.0                  39.5                 3.8                 
0.0                  39.5                 3.9                 
0.0                  39.5                 4.0                 
0.0                  39.5                 4.1                 
0.0                  39.5                 4.2                 
0.0                  39.5                 4.3                 
0.0                  39.5                 4.4                 
0.0                  39.6                 -9.3                
0.0                  39.6                 -9.2                
0.0                  39.6                 -9.1                
0.0                  39.6                 -9.0                
0.0                  39.6                 -8.9                
0.0                  39.6                 -8.8                
0.0                  39.6                 -8.7                
0.0                  39.6                 -8.6                
0.0                  39.6                 -8.5                
0.0                  39.6                 -8.4                
0.0                  39.6                 -8.3                
0.0                  39.6                 -8.2                
0.0                  39.6                 -8.1                
0.0                  39.6                 -8.0                
0.0                  39.6                 -7.9                
0.0                  39.6                 -7.8                
0.0                  39.6                 -7.7                
51.10956894267689    39.6                 -7.6                
51.87487391269568    39.6                 -7.5                
52.28766195701828    39.6                 -7.4                
51.69554256670404    39.6                 -7.3                
47.74283894625577    39.6                 -7.2                
42.86073285883123    39.6                 -7.1                
38.74015649159749    39.6                 -7.0                
36.176398595174156   39.6                 -6.9                
35.85300788012418    39.6                 -6.8                
37.17565214272701    39.6                 -6.7                
39.03857405980428    39.6                 -6.6                
42.59238877440944    39.6                 -6.5                
44.595758033521264   39.6                 -6.4                
40.537752440481476   39.6                 -6.3                
41.844177766279756   39.6                 -6.2                
41.168694640650884   39.6                 -6.1                
40.879555008628174   39.6                 -6.0                
43.07575858723033    39.6                 -5.9                
46.19829732721503    39.6                 -5.8                
51.58439338568486    39.6                 -5.7                
54.92381847265996    39.6                 -5.6                
58.335618221398555   39.6                 -5.5                
58.829533981554434   39.6                 -5.4                
54.307154886650316   39.6                 -5.3                
46.038897658839375   39.6                 -5.2                
35.960830500631616   39.6                 -5.1                
32.204835761677124   39.6                 -5.0                
30.489828514330323   39.6                 -4.9                
31.244979323762834   39.6                 -4.8                
31.977195147312056   39.6                 -4.7                
34.64351668502344    39.6                 -4.6                
41.448217695409596   39.6                 -4.5                
42.22536926558523    39.6                 -4.4                
41.1212327552564     39.6                 -4.3                
40.79214520887896    39.6                 -4.2                
38.124281045162334   39.6                 -4.1                
36.536890261101      39.6                 -4.0                
35.41148882201224    39.6                 -3.9                
34.836677031083525   39.6                 -3.8                
33.374560226093664   39.6                 -3.7                
31.92121622779152    39.6                 -3.6                
31.371382149783038   39.6                 -3.5                
29.809775641470257   39.6                 -3.4                
28.182809410673205   39.6                 -3.3                
27.729223944924083   39.6                 -3.2                
28.91612807187167    39.6                 -3.1                
30.38602420055505    39.6                 -3.0                
32.17202923514626    39.6                 -2.9                
35.380781549395934   39.6                 -2.8                
38.984415632305705   39.6                 -2.7                
40.06789311495693    39.6                 -2.6                
38.863333326397516   39.6                 -2.5                
35.79259430278432    39.6                 -2.4                
35.51179567972819    39.6                 -2.3                
34.22424661751949    39.6                 -2.2                
36.59333052779688    39.6                 -2.1                
39.16876503915498    39.6                 -2.0                
40.25463728471235    39.6                 -1.9                
37.719933856617324   39.6                 -1.8                
35.55372684652154    39.6                 -1.7                
36.6412333575162     39.6                 -1.6                
36.34261452067982    39.6                 -1.5                
37.00993540792754    39.6                 -1.4                
39.59906244277953    39.6                 -1.3                
41.58919386430221    39.6                 -1.2                
42.00206239295728    39.6                 -1.1                
43.678165883728965   39.6                 -1.0                
46.87582877188017    39.6                 -0.9                
52.54978565736251    39.6                 -0.8                
53.629071582447416   39.6                 -0.7                
57.21162559046891    39.6                 -0.6                
59.494473789677485   39.6                 -0.5                
62.32969638073082    39.6                 -0.4                
64.70551412755792    39.6                 -0.3                
71.64958442341198    39.6                 -0.2                
0.0                  39.6                 -0.1                
0.0                  39.6                 0.0                 
0.0                  39.6                 0.1                 
0.0                  39.6                 0.2                 
0.0                  39.6                 0.3                 
0.0                  39.6                 0.4                 
0.0                  39.6                 0.5                 
0.0                  39.6                 0.6                 
0.0                  39.6                 0.7                 
0.0                  39.6                 0.8                 
0.0                  39.6                 0.9                 
0.0                  39.6                 1.0                 
0.0                  39.6                 1.1                 
0.0                  39.6                 1.2                 
0.0                  39.6                 1.3                 
0.0                  39.6                 1.4                 
0.0                  39.6                 1.5                 
0.0                  39.6                 1.6                 
0.0                  39.6                 1.7                 
0.0                  39.6                 1.8                 
0.0                  39.6                 1.9                 
0.0                  39.6                 2.0                 
0.0                  39.6                 2.1                 
0.0                  39.6                 2.2                 
52.75062321171615    39.6                 2.3                 
47.5198372927579     39.6                 2.4                 
58.23979640729498    39.6                 2.5                 
73.17101224263507    39.6                 2.6                 
62.70216248252174    39.6                 2.7                 
52.226550188931576   39.6                 2.8                 
50.99071638511887    39.6                 2.9                 
51.90881078893489    39.6                 3.0                 
50.94624692743475    39.6                 3.1                 
49.453467282381915   39.6                 3.2                 
51.460420117233724   39.6                 3.3                 
48.378487326882116   39.6                 3.4                 
0.0                  39.6                 3.5                 
0.0                  39.6                 3.6                 
0.0                  39.6                 3.7                 
0.0                  39.6                 3.8                 
0.0                  39.6                 3.9                 
0.0                  39.6                 4.0                 
0.0                  39.6                 4.1                 
0.0                  39.6                 4.2                 
0.0                  39.6                 4.3                 
0.0                  39.6                 4.4                 
0.0                  39.7                 -9.3                
0.0                  39.7                 -9.2                
0.0                  39.7                 -9.1                
0.0                  39.7                 -9.0                
0.0                  39.7                 -8.9                
0.0                  39.7                 -8.8                
0.0                  39.7                 -8.7                
0.0                  39.7                 -8.6                
0.0                  39.7                 -8.5                
0.0                  39.7                 -8.4                
0.0                  39.7                 -8.3                
0.0                  39.7                 -8.2                
0.0                  39.7                 -8.1                
0.0                  39.7                 -8.0                
0.0                  39.7                 -7.9                
0.0                  39.7                 -7.8                
0.0                  39.7                 -7.7                
0.0                  39.7                 -7.6                
0.0                  39.7                 -7.5                
0.0                  39.7                 -7.4                
0.0                  39.7                 -7.3                
50.48055293343284    39.7                 -7.2                
45.7759622227062     39.7                 -7.1                
42.26574022119695    39.7                 -7.0                
41.009895844893016   39.7                 -6.9                
37.49241756670402    39.7                 -6.8                
36.39654069958312    39.7                 -6.7                
36.94565458008737    39.7                 -6.6                
38.66562797083999    39.7                 -6.5                
40.75959159388689    39.7                 -6.4                
40.95974282062414    39.7                 -6.3                
43.294753045746766   39.7                 -6.2                
43.967335036306665   39.7                 -6.1                
43.69151069178727    39.7                 -6.0                
46.54240960785838    39.7                 -5.9                
50.984748927029685   39.7                 -5.8                
55.57422002156576    39.7                 -5.7                
55.98348698471531    39.7                 -5.6                
57.11111993500678    39.7                 -5.5                
53.88564288977422    39.7                 -5.4                
48.089699485085234   39.7                 -5.3                
42.08965055870287    39.7                 -5.2                
35.901592240189075   39.7                 -5.1                
32.49910861795598    39.7                 -5.0                
30.213514458049428   39.7                 -4.9                
28.78562386830647    39.7                 -4.8                
28.3435428648284     39.7                 -4.7                
30.34723573742491    39.7                 -4.6                
34.308284831769555   39.7                 -4.5                
35.742612939892396   39.7                 -4.4                
35.44147085421013    39.7                 -4.3                
36.054689884185805   39.7                 -4.2                
35.66299213062634    39.7                 -4.1                
35.92738125540993    39.7                 -4.0                
35.65481795686662    39.7                 -3.9                
34.390122124643035   39.7                 -3.8                
33.950450593774974   39.7                 -3.7                
32.57601807334206    39.7                 -3.6                
31.77449474912701    39.7                 -3.5                
29.25183670448535    39.7                 -3.4                
27.669082684950393   39.7                 -3.3                
27.43463504675663    39.7                 -3.2                
28.28911103624287    39.7                 -3.1                
30.162735144297276   39.7                 -3.0                
31.932297634355944   39.7                 -2.9                
34.527124636101014   39.7                 -2.8                
37.310247825853764   39.7                 -2.7                
38.9014051032789     39.7                 -2.6                
39.12026217489532    39.7                 -2.5                
36.30063213001598    39.7                 -2.4                
33.83433902624881    39.7                 -2.3                
34.676043076948694   39.7                 -2.2                
40.17001100019975    39.7                 -2.1                
40.439856818228066   39.7                 -2.0                
40.7936205141472     39.7                 -1.9                
38.97277730883973    39.7                 -1.8                
36.01395602659745    39.7                 -1.7                
36.359442118442416   39.7                 -1.6                
35.54705340934521    39.7                 -1.5                
35.662564956780635   39.7                 -1.4                
37.48218143347536    39.7                 -1.3                
38.92370998498167    39.7                 -1.2                
41.72235175335049    39.7                 -1.1                
44.87040557283344    39.7                 -1.0                
48.3679862166896     39.7                 -0.9                
52.97865795366692    39.7                 -0.8                
55.19812868580674    39.7                 -0.7                
58.98393970547298    39.7                 -0.6                
61.54551245227004    39.7                 -0.5                
64.60512028318462    39.7                 -0.4                
72.11686235485656    39.7                 -0.3                
75.22651328462544    39.7                 -0.2                
0.0                  39.7                 -0.1                
0.0                  39.7                 0.0                 
0.0                  39.7                 0.1                 
0.0                  39.7                 0.2                 
0.0                  39.7                 0.3                 
0.0                  39.7                 0.4                 
0.0                  39.7                 0.5                 
0.0                  39.7                 0.6                 
0.0                  39.7                 0.7                 
0.0                  39.7                 0.8                 
0.0                  39.7                 0.9                 
0.0                  39.7                 1.0                 
0.0                  39.7                 1.1                 
0.0                  39.7                 1.2                 
0.0                  39.7                 1.3                 
0.0                  39.7                 1.4                 
0.0                  39.7                 1.5                 
0.0                  39.7                 1.6                 
0.0                  39.7                 1.7                 
0.0                  39.7                 1.8                 
0.0                  39.7                 1.9                 
0.0                  39.7                 2.0                 
0.0                  39.7                 2.1                 
0.0                  39.7                 2.2                 
0.0                  39.7                 2.3                 
0.0                  39.7                 2.4                 
0.0                  39.7                 2.5                 
78.92378182844685    39.7                 2.6                 
72.81584398674242    39.7                 2.7                 
61.430234822359964   39.7                 2.8                 
63.231107191605965   39.7                 2.9                 
60.66552974238541    39.7                 3.0                 
55.87657555666836    39.7                 3.1                 
53.62479449763442    39.7                 3.2                 
55.41083962989576    39.7                 3.3                 
48.85654039093942    39.7                 3.4                 
0.0                  39.7                 3.5                 
0.0                  39.7                 3.6                 
0.0                  39.7                 3.7                 
0.0                  39.7                 3.8                 
0.0                  39.7                 3.9                 
0.0                  39.7                 4.0                 
0.0                  39.7                 4.1                 
0.0                  39.7                 4.2                 
0.0                  39.7                 4.3                 
0.0                  39.7                 4.4                 
0.0                  39.8                 -9.3                
0.0                  39.8                 -9.2                
0.0                  39.8                 -9.1                
0.0                  39.8                 -9.0                
0.0                  39.8                 -8.9                
0.0                  39.8                 -8.8                
0.0                  39.8                 -8.7                
0.0                  39.8                 -8.6                
0.0                  39.8                 -8.5                
0.0                  39.8                 -8.4                
0.0                  39.8                 -8.3                
0.0                  39.8                 -8.2                
0.0                  39.8                 -8.1                
0.0                  39.8                 -8.0                
0.0                  39.8                 -7.9                
0.0                  39.8                 -7.8                
0.0                  39.8                 -7.7                
0.0                  39.8                 -7.6                
0.0                  39.8                 -7.5                
0.0                  39.8                 -7.4                
0.0                  39.8                 -7.3                
53.90470837101791    39.8                 -7.2                
50.84367882121694    39.8                 -7.1                
48.03678792895692    39.8                 -7.0                
45.97296709002871    39.8                 -6.9                
43.00766314882221    39.8                 -6.8                
38.849908915433026   39.8                 -6.7                
36.748346054192744   39.8                 -6.6                
38.08002265294393    39.8                 -6.5                
42.43527741865678    39.8                 -6.4                
44.08123805306172    39.8                 -6.3                
47.594368703437574   39.8                 -6.2                
49.515502669594504   39.8                 -6.1                
50.446828350876324   39.8                 -6.0                
53.47921154715798    39.8                 -5.9                
58.255632342714286   39.8                 -5.8                
60.37510863217439    39.8                 -5.7                
59.876984104965665   39.8                 -5.6                
59.97733379132822    39.8                 -5.5                
52.006092678416856   39.8                 -5.4                
46.1222488229925     39.8                 -5.3                
38.59159015886709    39.8                 -5.2                
34.31566533175382    39.8                 -5.1                
33.406006408460215   39.8                 -5.0                
31.792790817491927   39.8                 -4.9                
28.416242238247023   39.8                 -4.8                
27.023966948191326   39.8                 -4.7                
30.369765744064793   39.8                 -4.6                
31.711978955702353   39.8                 -4.5                
32.16407164660367    39.8                 -4.4                
31.256232449502644   39.8                 -4.3                
33.64126625928011    39.8                 -4.2                
34.93085375699129    39.8                 -4.1                
32.58963463523172    39.8                 -4.0                
32.1944654782613     39.8                 -3.9                
32.12921071775031    39.8                 -3.8                
31.844127944021515   39.8                 -3.7                
30.901710206812076   39.8                 -3.6                
29.8830768700802     39.8                 -3.5                
28.416688528927896   39.8                 -3.4                
27.124360098983303   39.8                 -3.3                
28.072076118353635   39.8                 -3.2                
30.051294557976      39.8                 -3.1                
29.390427416021186   39.8                 -3.0                
31.033327940738562   39.8                 -2.9                
33.047419779228434   39.8                 -2.8                
35.74191378102157    39.8                 -2.7                
37.97907476714164    39.8                 -2.6                
37.67503981156783    39.8                 -2.5                
36.92969929088246    39.8                 -2.4                
36.90254266334303    39.8                 -2.3                
37.04714902242025    39.8                 -2.2                
39.64710143118194    39.8                 -2.1                
38.76033202084628    39.8                 -2.0                
38.67053378712045    39.8                 -1.9                
34.6880034533414     39.8                 -1.8                
35.890374183654785   39.8                 -1.7                
36.21168762264829    39.8                 -1.6                
35.80373540069118    39.8                 -1.5                
36.023996786637724   39.8                 -1.4                
39.37233653213039    39.8                 -1.3                
39.53894774119059    39.8                 -1.2                
44.34812989379423    39.8                 -1.1                
46.75032702359286    39.8                 -1.0                
48.60125533017245    39.8                 -0.9                
51.8417381517815     39.8                 -0.8                
59.15204052491622    39.8                 -0.7                
62.876075484535924   39.8                 -0.6                
64.36489879723752    39.8                 -0.5                
64.00885868072508    39.8                 -0.4                
67.00790694265656    39.8                 -0.3                
73.47388926419345    39.8                 -0.2                
73.51545206705731    39.8                 -0.1                
0.0                  39.8                 0.0                 
0.0                  39.8                 0.1                 
0.0                  39.8                 0.2                 
0.0                  39.8                 0.3                 
0.0                  39.8                 0.4                 
0.0                  39.8                 0.5                 
0.0                  39.8                 0.6                 
0.0                  39.8                 0.7                 
0.0                  39.8                 0.8                 
0.0                  39.8                 0.9                 
0.0                  39.8                 1.0                 
0.0                  39.8                 1.1                 
0.0                  39.8                 1.2                 
0.0                  39.8                 1.3                 
0.0                  39.8                 1.4                 
0.0                  39.8                 1.5                 
0.0                  39.8                 1.6                 
0.0                  39.8                 1.7                 
0.0                  39.8                 1.8                 
0.0                  39.8                 1.9                 
0.0                  39.8                 2.0                 
0.0                  39.8                 2.1                 
0.0                  39.8                 2.2                 
0.0                  39.8                 2.3                 
0.0                  39.8                 2.4                 
0.0                  39.8                 2.5                 
75.38828586809565    39.8                 2.6                 
84.06990825768675    39.8                 2.7                 
83.30667969674774    39.8                 2.8                 
84.26466259811862    39.8                 2.9                 
73.8026391809637     39.8                 3.0                 
58.74715131701846    39.8                 3.1                 
53.77859682025331    39.8                 3.2                 
59.18290808706572    39.8                 3.3                 
53.11138421838933    39.8                 3.4                 
0.0                  39.8                 3.5                 
0.0                  39.8                 3.6                 
0.0                  39.8                 3.7                 
0.0                  39.8                 3.8                 
0.0                  39.8                 3.9                 
0.0                  39.8                 4.0                 
0.0                  39.8                 4.1                 
59.19343133406207    39.8                 4.2                 
61.38835381016586    39.8                 4.3                 
0.0                  39.8                 4.4                 
0.0                  39.9                 -9.3                
0.0                  39.9                 -9.2                
0.0                  39.9                 -9.1                
0.0                  39.9                 -9.0                
0.0                  39.9                 -8.9                
0.0                  39.9                 -8.8                
0.0                  39.9                 -8.7                
0.0                  39.9                 -8.6                
0.0                  39.9                 -8.5                
0.0                  39.9                 -8.4                
0.0                  39.9                 -8.3                
0.0                  39.9                 -8.2                
0.0                  39.9                 -8.1                
0.0                  39.9                 -8.0                
0.0                  39.9                 -7.9                
0.0                  39.9                 -7.8                
0.0                  39.9                 -7.7                
0.0                  39.9                 -7.6                
0.0                  39.9                 -7.5                
0.0                  39.9                 -7.4                
0.0                  39.9                 -7.3                
0.0                  39.9                 -7.2                
0.0                  39.9                 -7.1                
56.7620853366274     39.9                 -7.0                
55.40925208005038    39.9                 -6.9                
50.66712269638521    39.9                 -6.8                
43.907771197232336   39.9                 -6.7                
38.680476940039426   39.9                 -6.6                
38.42817644639448    39.9                 -6.5                
41.116432767925836   39.9                 -6.4                
47.644292542428666   39.9                 -6.3                
51.19979916196883    39.9                 -6.2                
54.34399356264057    39.9                 -6.1                
57.65730707573167    39.9                 -6.0                
60.50145597168894    39.9                 -5.9                
64.97598295500785    39.9                 -5.8                
64.5923415675308     39.9                 -5.7                
65.41812679984353    39.9                 -5.6                
61.971867503541866   39.9                 -5.5                
52.33346820600105    39.9                 -5.4                
51.72447172800699    39.9                 -5.3                
44.680767492814496   39.9                 -5.2                
38.657647089524694   39.9                 -5.1                
37.765401002132535   39.9                 -5.0                
35.72347392457903    39.9                 -4.9                
32.250898910291276   39.9                 -4.8                
29.85676985075979    39.9                 -4.7                
30.024784507173482   39.9                 -4.6                
31.880190256870158   39.9                 -4.5                
30.789180741165627   39.9                 -4.4                
29.331388560208413   39.9                 -4.3                
29.603083177046337   39.9                 -4.2                
31.27541475585013    39.9                 -4.1                
33.561640334851816   39.9                 -4.0                
32.753718722950325   39.9                 -3.9                
31.240154136310924   39.9                 -3.8                
29.421532775416516   39.9                 -3.7                
29.1379700574008     39.9                 -3.6                
30.010267691178758   39.9                 -3.5                
27.913498300494574   39.9                 -3.4                
26.489842978390786   39.9                 -3.3                
27.852377559199482   39.9                 -3.2                
28.76041257742678    39.9                 -3.1                
29.250204173001375   39.9                 -3.0                
30.930144598989774   39.9                 -2.9                
32.961151296442196   39.9                 -2.8                
35.658458507422246   39.9                 -2.7                
39.06528042301987    39.9                 -2.6                
39.527078252850174   39.9                 -2.5                
37.96255996010522    39.9                 -2.4                
36.43229181116278    39.9                 -2.3                
36.223885478395395   39.9                 -2.2                
37.53821114337806    39.9                 -2.1                
37.12029483101584    39.9                 -2.0                
38.89452393849691    39.9                 -1.9                
40.56627909342449    39.9                 -1.8                
35.51167915806625    39.9                 -1.7                
36.17868631536311    39.9                 -1.6                
37.07822611837678    39.9                 -1.5                
38.85021767471777    39.9                 -1.4                
40.485774155819044   39.9                 -1.3                
42.687139857899076   39.9                 -1.2                
48.199811169595435   39.9                 -1.1                
46.75890548301466    39.9                 -1.0                
46.738764647281506   39.9                 -0.9                
50.55825701626863    39.9                 -0.8                
56.92138316414573    39.9                 -0.7                
62.19704104914809    39.9                 -0.6                
62.76822477398499    39.9                 -0.5                
64.48970260042135    39.9                 -0.4                
64.06490846113724    39.9                 -0.3                
64.84346366651131    39.9                 -0.2                
67.65383781086315    39.9                 -0.1                
69.8997930757927     39.9                 0.0                 
0.0                  39.9                 0.1                 
0.0                  39.9                 0.2                 
0.0                  39.9                 0.3                 
0.0                  39.9                 0.4                 
0.0                  39.9                 0.5                 
0.0                  39.9                 0.6                 
0.0                  39.9                 0.7                 
0.0                  39.9                 0.8                 
0.0                  39.9                 0.9                 
0.0                  39.9                 1.0                 
0.0                  39.9                 1.1                 
0.0                  39.9                 1.2                 
0.0                  39.9                 1.3                 
0.0                  39.9                 1.4                 
0.0                  39.9                 1.5                 
0.0                  39.9                 1.6                 
0.0                  39.9                 1.7                 
0.0                  39.9                 1.8                 
0.0                  39.9                 1.9                 
0.0                  39.9                 2.0                 
0.0                  39.9                 2.1                 
0.0                  39.9                 2.2                 
0.0                  39.9                 2.3                 
0.0                  39.9                 2.4                 
0.0                  39.9                 2.5                 
0.0                  39.9                 2.6                 
0.0                  39.9                 2.7                 
89.96349762425278    39.9                 2.8                 
94.56127340143377    39.9                 2.9                 
91.16960063125147    39.9                 3.0                 
0.0                  39.9                 3.1                 
0.0                  39.9                 3.2                 
0.0                  39.9                 3.3                 
0.0                  39.9                 3.4                 
0.0                  39.9                 3.5                 
0.0                  39.9                 3.6                 
0.0                  39.9                 3.7                 
0.0                  39.9                 3.8                 
51.39549285715277    39.9                 3.9                 
51.174605629660874   39.9                 4.0                 
54.81777266300085    39.9                 4.1                 
57.43207691655015    39.9                 4.2                 
0.0                  39.9                 4.3                 
0.0                  39.9                 4.4                 
0.0                  40.0                 -9.3                
0.0                  40.0                 -9.2                
0.0                  40.0                 -9.1                
0.0                  40.0                 -9.0                
0.0                  40.0                 -8.9                
0.0                  40.0                 -8.8                
0.0                  40.0                 -8.7                
0.0                  40.0                 -8.6                
0.0                  40.0                 -8.5                
0.0                  40.0                 -8.4                
0.0                  40.0                 -8.3                
0.0                  40.0                 -8.2                
0.0                  40.0                 -8.1                
0.0                  40.0                 -8.0                
0.0                  40.0                 -7.9                
0.0                  40.0                 -7.8                
0.0                  40.0                 -7.7                
0.0                  40.0                 -7.6                
0.0                  40.0                 -7.5                
0.0                  40.0                 -7.4                
0.0                  40.0                 -7.3                
0.0                  40.0                 -7.2                
0.0                  40.0                 -7.1                
65.77173805236816    40.0                 -7.0                
64.54020823854387    40.0                 -6.9                
60.67720771558357    40.0                 -6.8                
55.01795523094407    40.0                 -6.7                
46.725788376548074   40.0                 -6.6                
42.838148232662334   40.0                 -6.5                
42.839763583558984   40.0                 -6.4                
49.91110755458023    40.0                 -6.3                
55.15783159660571    40.0                 -6.2                
60.845236200274826   40.0                 -6.1                
65.14666898322827    40.0                 -6.0                
67.68538021318842    40.0                 -5.9                
68.45803942824857    40.0                 -5.8                
66.37185807661575    40.0                 -5.7                
67.82554216095896    40.0                 -5.6                
66.4768634853941     40.0                 -5.5                
59.80561369115655    40.0                 -5.4                
53.211829850167966   40.0                 -5.3                
48.960123466722905   40.0                 -5.2                
46.803769906361886   40.0                 -5.1                
48.16595633824665    40.0                 -5.0                
44.70792498733057    40.0                 -4.9                
39.90025443741768    40.0                 -4.8                
36.25903652653551    40.0                 -4.7                
34.17607853629372    40.0                 -4.6                
33.307917334816686   40.0                 -4.5                
32.373837890047014   40.0                 -4.4                
31.52917331637757    40.0                 -4.3                
30.18904503909024    40.0                 -4.2                
29.06283446514245    40.0                 -4.1                
30.50306841821382    40.0                 -4.0                
32.01067372524378    40.0                 -3.9                
30.122609615325924   40.0                 -3.8                
28.502587448466905   40.0                 -3.7                
28.87312075586029    40.0                 -3.6                
29.04694745034881    40.0                 -3.5                
26.82815254095829    40.0                 -3.4                
26.200183680563256   40.0                 -3.3                
28.07816875342167    40.0                 -3.2                
27.415933103272415   40.0                 -3.1                
28.612988457535252   40.0                 -3.0                
31.627144611243054   40.0                 -2.9                
33.43619861024799    40.0                 -2.8                
35.539986350319595   40.0                 -2.7                
39.00310238924892    40.0                 -2.6                
40.534114404158174   40.0                 -2.5                
38.88041808388449    40.0                 -2.4                
35.44800374002167    40.0                 -2.3                
36.24230061155378    40.0                 -2.2                
37.796084924177684   40.0                 -2.1                
36.75377155072761    40.0                 -2.0                
37.05453051942767    40.0                 -1.9                
37.38152706261838    40.0                 -1.8                
37.34202725959547    40.0                 -1.7                
39.40658890117298    40.0                 -1.6                
37.977470947034426   40.0                 -1.5                
43.14226332577792    40.0                 -1.4                
44.00249333815139    40.0                 -1.3                
44.60905528791023    40.0                 -1.2                
45.89273066954179    40.0                 -1.1                
48.79926626610033    40.0                 -1.0                
48.42712471701881    40.0                 -0.9                
49.98356781583843    40.0                 -0.8                
54.835728529727845   40.0                 -0.7                
58.2072920076775     40.0                 -0.6                
60.502948211901135   40.0                 -0.5                
62.35003780596184    40.0                 -0.4                
65.14995921741833    40.0                 -0.3                
59.42385852698123    40.0                 -0.2                
61.469907384930224   40.0                 -0.1                
66.73748025027187    40.0                 0.0                 
70.82784886793657    40.0                 0.1                 
0.0                  40.0                 0.2                 
0.0                  40.0                 0.3                 
0.0                  40.0                 0.4                 
0.0                  40.0                 0.5                 
0.0                  40.0                 0.6                 
0.0                  40.0                 0.7                 
0.0                  40.0                 0.8                 
0.0                  40.0                 0.9                 
0.0                  40.0                 1.0                 
0.0                  40.0                 1.1                 
0.0                  40.0                 1.2                 
0.0                  40.0                 1.3                 
0.0                  40.0                 1.4                 
0.0                  40.0                 1.5                 
0.0                  40.0                 1.6                 
0.0                  40.0                 1.7                 
0.0                  40.0                 1.8                 
0.0                  40.0                 1.9                 
0.0                  40.0                 2.0                 
0.0                  40.0                 2.1                 
0.0                  40.0                 2.2                 
0.0                  40.0                 2.3                 
0.0                  40.0                 2.4                 
0.0                  40.0                 2.5                 
0.0                  40.0                 2.6                 
0.0                  40.0                 2.7                 
0.0                  40.0                 2.8                 
0.0                  40.0                 2.9                 
0.0                  40.0                 3.0                 
0.0                  40.0                 3.1                 
55.6973393758138     40.0                 3.2                 
0.0                  40.0                 3.3                 
0.0                  40.0                 3.4                 
0.0                  40.0                 3.5                 
0.0                  40.0                 3.6                 
0.0                  40.0                 3.7                 
56.03682737639458    40.0                 3.8                 
53.015538706923984   40.0                 3.9                 
